DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,Lagged NPAs,Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
246,2021,MYFW,First Western Financial Inc,2527.489,40.199,219.041,2205.703,91.523,4.252,1949.137,58.795,20.61,56.509,40.15,4.327,2021,Optimal,0.044883623,0.073140186,0.0590119045,0.955116377,0.863689409912751,0.9409880955,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
250,2021,NBTB,NBT Bancorp Inc,12012.111,172.58,1250.453,10234.469,339.077,49.254,7498.459,2479.219,154.885,321.088,157.794,32.91,2021,Optimal,0.052611619,0.083459772,0.0680356954999999,0.947388381,0.8459384018551267,0.9319643045,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
257,2021,NRIM,Northrim BanCorp Inc,2724.719,60.412,237.817,2421.631,35.783,16.289,1413.886,458.211,37.517,80.827,52.263,15.031,2021,Optimal,0.025920991,0.29947273,0.1626968605,0.974079009,0.53908577981471,0.8373031395,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
260,2021,NWFL,Norwood Financial Corp.,2068.504,20.608,205.262,1756.793,95.397,4.356,1354.931,410.709,24.915,65.313,8.325,2.476,2021,Optimal,0.070647596,0.11566701,0.093157303,0.929352404,0.7926495827818733,0.906842697,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
261,2021,NWPP,New Peoples Bankshares Inc,794.647,12.662,63.631,707.513,20.558,8.882,593.744,107.358,7.01,27.211,9.98,4.302,2021,Optimal,0.032149746,0.066951473,0.0495506094999999,0.967850254,0.8744994975043255,0.9504493905,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
263,2021,OBT,Orange County Bancorp Inc,2142.583,22.967,182.836,1914.384,25.414,2.002,1291.428,467.014,21.287,60.461,12.102,5.953,2021,Optimal,0.022751722,0.09241386,0.057582791,0.977248278,0.830807968694209,0.942417209,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
270,2021,ORPB,Oregon Pacific Bancorp,691.721,9.362,49.26,618.68,18.652,2.521,398.155,124.433,7.801,20.319,6.616,0.928,2021,Optimal,0.022278977,0.26669397,0.1444864735,0.977721023,0.5789133345286234,0.8555135265,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
271,2021,ORRF,Orrstown Financial Services Inc,2834.565,44.002,271.656,2464.929,68.279,10.31,1979.986,479.69,32.881,86.974,29.152,6.449,2021,Optimal,0.046687719,0.091077761,0.06888274,0.953312281,0.8330499176950964,0.93111726,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
272,2021,OSBC,Old Second Bancorp Inc,6212.184,57.691,502.021,5466.232,198.876,25.519,3421.948,1705.745,20.044,96.764,39.23,47.022,2021,Optimal,0.027918297,0.12789747,0.0779078835,0.972081703,0.7732108220794219,0.9220921165,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
278,2021,PBCO,PBCO Financial Corp,859.597,13.565,79.065,764.229,7.437,1.028,457.225,242.648,11.473,31.124,8.311,0.542,2021,Optimal,0.034664259,0.086057304,0.0603607815,0.965335741,0.8415234561140614,0.9396392185,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
282,2021,PEBK,Peoples Bancorp of North Carolina Inc.,1624.193,24.506,142.369,1412.748,57.235,3.886,884.869,410.217,15.133,43.974,24.919,3.23,2021,Optimal,0.052757948,0.19424656,0.123502254,0.947242052,0.6746960527146085,0.876497746,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
284,2021,PFBC,Preferred Bank of Los Angeles,6046.303,42.606,586.718,5225.511,170.619,20.529,4418.676,480.873,95.24,185.877,7.743,14.824,2021,Optimal,0.045508839,0.10122902,0.0733689295,0.954491161,0.8161526473394245,0.9266310705,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
285,2021,PFIS,Peoples Financial Services Corp,3369.483,29.736,340.126,2963.397,44.501,10.502,2329.173,592.719,43.519,84.635,25.636,4.961,2021,Optimal,0.033111181,0.063148704,0.0481299425,0.966888819,0.8812043813581133,0.9518700575,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
286,2021,PFLC,Pacific Financial Corp,1319.966,27.114,117.642,1178.94,15.288,2.392,628.333,236.151,12.697,35.905,16.729,1.421,2021,Optimal,0.029481235,0.36574138,0.1976113075,0.970518765,0.4644060942196831,0.8023886925,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
